candidate_id,job_id,role,candidate_skills_list,recruiter_priority_list,recruiter_skill_weights_dict,experience_years
c037,j175,marketing analyst,"['communication', 'react', 'android', 'teamwork', 'firewall', 'excel', 'node']","['android', 'firewall', 'excel']","{'android': 5, 'firewall': 4, 'excel': 3}",3
c024,j125,network engineer,"['networking', 'docker', 'sql', 'seo']","['python', 'sql', 'linux']","{'python': 5, 'sql': 4, 'linux': 3}",10
c171,j126,mobile developer,"['excel', 'figma', 'teamwork', 'sql', 'python']","['java', 'cloud', 'communication', 'excel', 'security', 'python']","{'java': 5, 'cloud': 4, 'communication': 3, 'excel': 2, 'security': 1, 'python': 1}",0
c035,j064,ui/ux designer,"['react', 'teamwork', 'java', 'prototyping', 'linux', 'embedded', 'ml', 'excel']","['node', 'react', 'docker']","{'node': 5, 'react': 4, 'docker': 3}",2
c109,j141,software engineer,"['c', 'finance']","['figma', 'finance', 'c']","{'figma': 5, 'finance': 4, 'c': 3}",7
c127,j087,data analyst,"['android', 'java', 'linux', 'cloud']","['cloud', 'communication', 'android', 'firewall', 'ops']","{'cloud': 5, 'communication': 4, 'android': 3, 'firewall': 2, 'ops': 1}",7
c184,j014,software engineer,"['docker', 'c', 'ios', 'java']","['docker', 'ios', 'c']","{'docker': 5, 'ios': 4, 'c': 3}",12
c072,j184,ui/ux designer,"['support', 'linux', 'node', 'seo', 'sql', 'git']","['git', 'cloud', 'react', 'node', 'embedded']","{'git': 5, 'cloud': 4, 'react': 3, 'node': 2, 'embedded': 1}",9
c077,j032,financial analyst,"['docker', 'seo', 'prototyping', 'java']","['c', 'support', 'cloud', 'node']","{'c': 5, 'support': 4, 'cloud': 3, 'node': 2}",6
c027,j070,mobile developer,"['cloud', 'sql', 'linux', 'git', 'teamwork', 'crm', 'communication']","['crm', 'cloud', 'git']","{'crm': 5, 'cloud': 4, 'git': 3}",0
c185,j013,customer support,"['cloud', 'firewall', 'node', 'teamwork', 'ml']","['excel', 'networking', 'accounting', 'ops', 'docker', 'figma']","{'excel': 5, 'networking': 4, 'accounting': 3, 'ops': 2, 'docker': 1, 'figma': 1}",6
c189,j107,customer support,"['ux research', 'security', 'figma', 'sql']","['sales', 'ios', 'ops']","{'sales': 5, 'ios': 4, 'ops': 3}",6
c135,j041,devops engineer,"['marketing', 'ml', 'prototyping', 'sales', 'java']","['accounting', 'node', 'teamwork', 'ml']","{'accounting': 5, 'node': 4, 'teamwork': 3, 'ml': 2}",6
c051,j081,product manager,"['security', 'figma', 'finance', 'teamwork']","['figma', 'teamwork', 'firewall', 'finance']","{'figma': 5, 'teamwork': 4, 'firewall': 3, 'finance': 2}",12
c041,j106,financial analyst,"['python', 'docker', 'java']","['figma', 'ios', 'docker', 'python', 'java', 'networking']","{'figma': 5, 'ios': 4, 'docker': 3, 'python': 2, 'java': 1, 'networking': 1}",11
c191,j021,operations associate,"['finance', 'node', 'sql', 'accounting', 'linux']","['embedded', 'security', 'excel', 'seo']","{'embedded': 5, 'security': 4, 'excel': 3, 'seo': 2}",9
c017,j188,embedded engineer,"['c', 'python', 'crm', 'sql']","['crm', 'python', 'sql']","{'crm': 5, 'python': 4, 'sql': 3}",9
c121,j061,product manager,"['java', 'networking', 'security', 'ios']","['ios', 'accounting', 'java', 'security']","{'ios': 5, 'accounting': 4, 'java': 3, 'security': 2}",4
c012,j161,devops engineer,"['embedded', 'teamwork', 'marketing', 'prototyping', 'git', 'android', 'ml', 'react']","['git', 'networking']","{'git': 5, 'networking': 4}",3
c086,j018,data scientist,"['ios', 'java', 'networking', 'node', 'seo', 'teamwork', 'marketing']","['teamwork', 'networking']","{'teamwork': 5, 'networking': 4}",2
c042,j013,hr coordinator,"['figma', 'security', 'finance', 'c']","['figma', 'security', 'sales', 'git', 'finance', 'c']","{'figma': 5, 'security': 4, 'sales': 3, 'git': 2, 'finance': 1, 'c': 1}",4
c094,j117,data scientist,"['c', 'teamwork', 'embedded', 'prototyping', 'ios', 'linux', 'android']","['networking', 'crm', 'ios', 'ux research', 'security', 'sql']","{'networking': 5, 'crm': 4, 'ios': 3, 'ux research': 2, 'security': 1, 'sql': 1}",7
c115,j087,hr coordinator,"['networking', 'java', 'excel', 'prototyping', 'ops', 'sales', 'marketing', 'communication']","['android', 'excel']","{'android': 5, 'excel': 4}",7
c028,j131,product manager,"['prototyping', 'java', 'ios', 'firewall', 'android', 'sql', 'crm', 'ml']","['android', 'crm', 'prototyping', 'ios']","{'android': 5, 'crm': 4, 'prototyping': 3, 'ios': 2}",7
c076,j164,product manager,"['c', 'cloud', 'ios']","['c', 'cloud', 'marketing', 'ios', 'linux', 'accounting']","{'c': 5, 'cloud': 4, 'marketing': 3, 'ios': 2, 'linux': 1, 'accounting': 1}",5
c199,j026,mobile developer,"['seo', 'sql', 'java', 'finance', 'node', 'teamwork', 'python']","['firewall', 'ux research']","{'firewall': 5, 'ux research': 4}",10
c002,j195,data analyst,"['prototyping', 'sql', 'android']","['cloud', 'ml', 'sql', 'support', 'docker', 'node']","{'cloud': 5, 'ml': 4, 'sql': 3, 'support': 2, 'docker': 1, 'node': 1}",7
c019,j111,mobile developer,"['ops', 'seo', 'sales', 'react', 'excel', 'docker', 'python', 'ux research']","['seo', 'excel', 'accounting', 'firewall', 'networking', 'crm']","{'seo': 5, 'excel': 4, 'accounting': 3, 'firewall': 2, 'networking': 1, 'crm': 1}",5
c022,j119,ui/ux designer,"['docker', 'sales', 'node']","['docker', 'security', 'seo']","{'docker': 5, 'security': 4, 'seo': 3}",7
c192,j020,devops engineer,"['sales', 'ml', 'finance']","['sales', 'finance']","{'sales': 5, 'finance': 4}",9
c053,j109,financial analyst,"['firewall', 'react', 'networking', 'docker', 'finance', 'embedded', 'seo', 'java']","['ops', 'teamwork', 'c', 'ios']","{'ops': 5, 'teamwork': 4, 'c': 3, 'ios': 2}",7
c027,j166,operations associate,"['react', 'accounting', 'ios', 'cloud', 'communication', 'firewall', 'python']","['docker', 'java', 'c']","{'docker': 5, 'java': 4, 'c': 3}",0
c044,j186,devops engineer,"['python', 'marketing', 'finance', 'linux', 'sql', 'teamwork', 'excel']","['java', 'excel', 'ux research', 'networking', 'crm']","{'java': 5, 'excel': 4, 'ux research': 3, 'networking': 2, 'crm': 1}",7
c173,j183,data scientist,"['ops', 'ux research', 'sales', 'security', 'crm', 'node']","['embedded', 'cloud', 'networking', 'sql', 'crm', 'git']","{'embedded': 5, 'cloud': 4, 'networking': 3, 'sql': 2, 'crm': 1, 'git': 1}",12
c079,j061,software engineer,"['embedded', 'ios', 'crm', 'sql']","['ios', 'android']","{'ios': 5, 'android': 4}",11
c100,j026,data analyst,"['node', 'accounting', 'sql', 'android']","['accounting', 'node', 'sql']","{'accounting': 5, 'node': 4, 'sql': 3}",8
c128,j151,network engineer,"['git', 'communication']","['firewall', 'seo', 'ux research', 'android', 'node']","{'firewall': 5, 'seo': 4, 'ux research': 3, 'android': 2, 'node': 1}",4
c114,j021,devops engineer,"['linux', 'prototyping', 'embedded', 'seo']","['prototyping', 'embedded', 'linux', 'seo']","{'prototyping': 5, 'embedded': 4, 'linux': 3, 'seo': 2}",0
c143,j051,devops engineer,"['ios', 'ml', 'support', 'ux research', 'sql', 'communication']","['ios', 'communication', 'firewall', 'support', 'sql', 'ml']","{'ios': 5, 'communication': 4, 'firewall': 3, 'support': 2, 'sql': 1, 'ml': 1}",9
c003,j003,product manager,"['marketing', 'python', 'sql', 'firewall']","['firewall', 'marketing', 'sql', 'prototyping', 'python']","{'firewall': 5, 'marketing': 4, 'sql': 3, 'prototyping': 2, 'python': 1}",7
c064,j014,data analyst,"['sql', 'python', 'excel']","['excel', 'sql', 'python']","{'excel': 5, 'sql': 4, 'python': 3}",12
c070,j067,hr coordinator,"['docker', 'crm']","['android', 'cloud', 'linux', 'git', 'firewall']","{'android': 5, 'cloud': 4, 'linux': 3, 'git': 2, 'firewall': 1}",8
c144,j051,marketing analyst,"['java', 'linux', 'ops', 'prototyping']","['ops', 'linux', 'android']","{'ops': 5, 'linux': 4, 'android': 3}",10
c003,j156,customer support,"['react', 'excel', 'sql', 'embedded']","['react', 'ios']","{'react': 5, 'ios': 4}",11
c031,j021,marketing analyst,"['docker', 'node', 'seo']","['node', 'seo']","{'node': 5, 'seo': 4}",4
c082,j054,operations associate,"['networking', 'node', 'react', 'communication', 'prototyping']","['networking', 'prototyping', 'node', 'react', 'ml']","{'networking': 5, 'prototyping': 4, 'node': 3, 'react': 2, 'ml': 1}",0
c093,j097,mobile developer,"['react', 'support', 'security', 'node']","['react', 'ops', 'support', 'security', 'node']","{'react': 5, 'ops': 4, 'support': 3, 'security': 2, 'node': 1}",3
c022,j152,devops engineer,"['seo', 'docker']","['networking', 'linux', 'sales', 'docker', 'seo', 'embedded']","{'networking': 5, 'linux': 4, 'sales': 3, 'docker': 2, 'seo': 1, 'embedded': 1}",2
c131,j160,data scientist,"['excel', 'docker']","['sales', 'crm', 'prototyping', 'accounting']","{'sales': 5, 'crm': 4, 'prototyping': 3, 'accounting': 2}",5
c170,j173,hr coordinator,"['figma', 'ml']","['python', 'figma', 'excel', 'ml']","{'python': 5, 'figma': 4, 'excel': 3, 'ml': 2}",4
c196,j164,data scientist,"['ios', 'python', 'android', 'c', 'support', 'prototyping']","['sales', 'sql', 'ios', 'java']","{'sales': 5, 'sql': 4, 'ios': 3, 'java': 2}",12
c105,j199,hr coordinator,"['ml', 'accounting', 'android', 'ios']","['android', 'docker', 'ml', 'marketing', 'ios', 'accounting']","{'android': 5, 'docker': 4, 'ml': 3, 'marketing': 2, 'ios': 1, 'accounting': 1}",8
c092,j050,product manager,"['security', 'firewall', 'c', 'seo', 'java', 'support']","['android', 'python']","{'android': 5, 'python': 4}",5
c117,j100,operations associate,"['excel', 'android', 'ml']","['crm', 'teamwork', 'networking', 'ml', 'ios', 'finance']","{'crm': 5, 'teamwork': 4, 'networking': 3, 'ml': 2, 'ios': 1, 'finance': 1}",12
c180,j016,financial analyst,"['accounting', 'docker', 'node', 'crm', 'marketing', 'prototyping']","['firewall', 'support', 'android']","{'firewall': 5, 'support': 4, 'android': 3}",4
c068,j182,data analyst,"['python', 'communication', 'linux', 'java', 'docker', 'c', 'ml', 'git']","['docker', 'support', 'accounting', 'java', 'python']","{'docker': 5, 'support': 4, 'accounting': 3, 'java': 2, 'python': 1}",10
c102,j081,data scientist,"['java', 'support']","['sales', 'communication', 'linux', 'excel', 'networking']","{'sales': 5, 'communication': 4, 'linux': 3, 'excel': 2, 'networking': 1}",4
c055,j020,devops engineer,"['ios', 'git', 'sql', 'support', 'marketing', 'accounting', 'java', 'react']","['security', 'communication', 'teamwork', 'docker', 'seo']","{'security': 5, 'communication': 4, 'teamwork': 3, 'docker': 2, 'seo': 1}",5
c023,j105,data scientist,"['java', 'android', 'excel', 'prototyping', 'communication']","['excel', 'sql', 'communication', 'java']","{'excel': 5, 'sql': 4, 'communication': 3, 'java': 2}",1
c140,j083,network engineer,"['ops', 'finance', 'crm', 'cloud', 'java', 'firewall', 'communication', 'support']","['crm', 'ops', 'finance', 'firewall']","{'crm': 5, 'ops': 4, 'finance': 3, 'firewall': 2}",5
c029,j114,customer support,"['ml', 'support', 'marketing', 'sql', 'ux research', 'linux', 'ios', 'prototyping']","['marketing', 'ios', 'sql']","{'marketing': 5, 'ios': 4, 'sql': 3}",11
c190,j094,hr coordinator,"['accounting', 'android', 'teamwork', 'ux research', 'embedded']","['teamwork', 'ux research', 'marketing', 'android']","{'teamwork': 5, 'ux research': 4, 'marketing': 3, 'android': 2}",0
c146,j060,mobile developer,"['android', 'java', 'finance', 'figma', 'ops', 'docker', 'security']","['networking', 'support', 'teamwork', 'accounting', 'git', 'react']","{'networking': 5, 'support': 4, 'teamwork': 3, 'accounting': 2, 'git': 1, 'react': 1}",11
c002,j145,data scientist,"['teamwork', 'embedded', 'c', 'ux research', 'security']","['ux research', 'c', 'git']","{'ux research': 5, 'c': 4, 'git': 3}",3
c187,j167,mobile developer,"['ml', 'marketing', 'cloud', 'c', 'linux', 'sales', 'node', 'android']","['linux', 'android', 'support', 'ux research']","{'linux': 5, 'android': 4, 'support': 3, 'ux research': 2}",10
c079,j098,financial analyst,"['marketing', 'sales', 'accounting', 'networking', 'communication', 'seo', 'c']","['accounting', 'excel', 'communication', 'sales']","{'accounting': 5, 'excel': 4, 'communication': 3, 'sales': 2}",10
c027,j174,data analyst,"['python', 'git']","['java', 'sql']","{'java': 5, 'sql': 4}",12
c137,j126,software engineer,"['support', 'finance', 'excel', 'accounting', 'docker', 'linux', 'ios', 'ml']","['excel', 'support', 'ml', 'docker', 'marketing', 'linux']","{'excel': 5, 'support': 4, 'ml': 3, 'docker': 2, 'marketing': 1, 'linux': 1}",11
c026,j125,mobile developer,"['support', 'communication', 'excel', 'java', 'python', 'ops', 'ml', 'docker']","['python', 'support', 'excel']","{'python': 5, 'support': 4, 'excel': 3}",2
c177,j175,cybersecurity analyst,"['firewall', 'android', 'support', 'linux', 'ml', 'java', 'accounting', 'figma']","['support', 'crm', 'sql', 'accounting']","{'support': 5, 'crm': 4, 'sql': 3, 'accounting': 2}",2
c104,j181,embedded engineer,"['teamwork', 'seo', 'marketing', 'ios', 'excel', 'ops']","['ml', 'cloud', 'communication', 'ops', 'security', 'finance']","{'ml': 5, 'cloud': 4, 'communication': 3, 'ops': 2, 'security': 1, 'finance': 1}",2
c117,j200,product manager,"['excel', 'accounting', 'cloud', 'react', 'seo', 'git', 'communication']","['git', 'communication', 'react']","{'git': 5, 'communication': 4, 'react': 3}",2
c056,j080,data analyst,"['java', 'marketing', 'android', 'ios', 'ml', 'sql']","['android', 'sql', 'ios']","{'android': 5, 'sql': 4, 'ios': 3}",1
c115,j172,hr coordinator,"['react', 'accounting', 'teamwork', 'c', 'communication', 'ux research']","['seo', 'react', 'android']","{'seo': 5, 'react': 4, 'android': 3}",6
c081,j022,marketing analyst,"['python', 'node', 'teamwork', 'git', 'docker', 'support', 'cloud', 'marketing']","['seo', 'cloud', 'docker', 'networking']","{'seo': 5, 'cloud': 4, 'docker': 3, 'networking': 2}",5
c135,j147,hr coordinator,"['marketing', 'ops', 'sql', 'cloud', 'accounting', 'finance']","['ux research', 'figma']","{'ux research': 5, 'figma': 4}",3
c199,j158,financial analyst,"['node', 'communication', 'java', 'finance', 'figma', 'ux research', 'excel', 'git']","['git', 'seo', 'marketing', 'figma']","{'git': 5, 'seo': 4, 'marketing': 3, 'figma': 2}",5
c034,j056,marketing analyst,"['teamwork', 'c', 'crm', 'security', 'marketing', 'java', 'cloud', 'react']","['c', 'cloud', 'security', 'marketing']","{'c': 5, 'cloud': 4, 'security': 3, 'marketing': 2}",9
c048,j132,ui/ux designer,"['java', 'finance']","['java', 'finance']","{'java': 5, 'finance': 4}",2
c017,j189,data analyst,"['crm', 'java', 'cloud', 'docker', 'figma', 'seo']","['security', 'ux research', 'communication']","{'security': 5, 'ux research': 4, 'communication': 3}",6
c119,j035,customer support,"['figma', 'git', 'communication', 'node', 'embedded']","['embedded', 'networking', 'git', 'communication', 'react']","{'embedded': 5, 'networking': 4, 'git': 3, 'communication': 2, 'react': 1}",6
c059,j003,software engineer,"['android', 'finance', 'security', 'cloud', 'sales', 'ios', 'communication', 'crm']","['security', 'ios', 'c', 'sales']","{'security': 5, 'ios': 4, 'c': 3, 'sales': 2}",1
c018,j022,data scientist,"['git', 'ios', 'android']","['git', 'ios', 'android']","{'git': 5, 'ios': 4, 'android': 3}",12
c024,j155,cybersecurity analyst,"['embedded', 'git', 'crm', 'python', 'networking']","['ops', 'figma']","{'ops': 5, 'figma': 4}",3
c032,j137,hr coordinator,"['ops', 'ux research', 'sql']","['prototyping', 'teamwork', 'ux research']","{'prototyping': 5, 'teamwork': 4, 'ux research': 3}",10
c167,j023,marketing analyst,"['ops', 'docker', 'finance', 'android']","['ml', 'node', 'prototyping']","{'ml': 5, 'node': 4, 'prototyping': 3}",4
c072,j096,customer support,"['git', 'crm', 'embedded', 'prototyping']","['embedded', 'git', 'crm', 'ops', 'python', 'prototyping']","{'embedded': 5, 'git': 4, 'crm': 3, 'ops': 2, 'python': 1, 'prototyping': 1}",12
c150,j072,customer support,"['cloud', 'communication']","['communication', 'c']","{'communication': 5, 'c': 4}",9
c118,j040,devops engineer,"['firewall', 'marketing', 'communication', 'embedded']","['teamwork', 'ml', 'react', 'linux']","{'teamwork': 5, 'ml': 4, 'react': 3, 'linux': 2}",6
c190,j154,embedded engineer,"['docker', 'crm', 'sales', 'seo', 'firewall', 'cloud']","['docker', 'seo', 'crm', 'prototyping', 'firewall', 'cloud']","{'docker': 5, 'seo': 4, 'crm': 3, 'prototyping': 2, 'firewall': 1, 'cloud': 1}",0
c108,j045,product manager,"['prototyping', 'node', 'finance', 'ios', 'teamwork']","['excel', 'node', 'seo', 'ml', 'ios', 'android']","{'excel': 5, 'node': 4, 'seo': 3, 'ml': 2, 'ios': 1, 'android': 1}",7
c174,j093,product manager,"['finance', 'java', 'linux']","['cloud', 'security', 'support', 'git', 'firewall', 'communication']","{'cloud': 5, 'security': 4, 'support': 3, 'git': 2, 'firewall': 1, 'communication': 1}",12
c013,j024,devops engineer,"['linux', 'ios']","['android', 'prototyping', 'networking', 'c', 'crm']","{'android': 5, 'prototyping': 4, 'networking': 3, 'c': 2, 'crm': 1}",2
c019,j076,product manager,"['ux research', 'firewall', 'ops', 'seo', 'git', 'accounting', 'c']","['git', 'ux research', 'cloud', 'accounting', 'c', 'seo']","{'git': 5, 'ux research': 4, 'cloud': 3, 'accounting': 2, 'c': 1, 'seo': 1}",0
c088,j172,customer support,"['firewall', 'figma', 'docker', 'ios', 'ml', 'linux', 'finance', 'support']","['prototyping', 'accounting', 'sales', 'communication', 'ops']","{'prototyping': 5, 'accounting': 4, 'sales': 3, 'communication': 2, 'ops': 1}",10
c137,j151,marketing analyst,"['ml', 'communication', 'react', 'prototyping', 'ops', 'java', 'figma']","['ml', 'figma', 'java', 'git', 'react', 'communication']","{'ml': 5, 'figma': 4, 'java': 3, 'git': 2, 'react': 1, 'communication': 1}",11
c135,j134,data analyst,"['sales', 'linux', 'ux research', 'ios']","['communication', 'ios', 'c', 'sales', 'teamwork', 'linux']","{'communication': 5, 'ios': 4, 'c': 3, 'sales': 2, 'teamwork': 1, 'linux': 1}",10
c118,j075,network engineer,"['ml', 'embedded']","['teamwork', 'embedded', 'prototyping', 'accounting', 'android', 'ml']","{'teamwork': 5, 'embedded': 4, 'prototyping': 3, 'accounting': 2, 'android': 1, 'ml': 1}",5
c194,j199,customer support,"['docker', 'networking']","['android', 'networking', 'docker']","{'android': 5, 'networking': 4, 'docker': 3}",2
